CODEST,FECHA,RVIENTO,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,PREC,HORAS0,HORAS7,ETO_PM_FAO,FECHA_2,AÑO,ESTACION
AL41,04/09/1997,100.8,15.4,30.0,22.66,15.4,30.0,45.3,94.0,74.1,45.3,94.0,0.0,0.0,0.0,4.240563773,1997-09-04,1997,VERANO
AL41,05/09/1997,96.48,15.0,30.6,23.03,15.0,30.6,38.9,93.8,68.58,38.9,93.8,0.0,0.0,0.0,4.296155541,1997-09-05,1997,VERANO
AL41,06/09/1997,112.32,14.3,30.5,22.49,14.3,30.5,41.9,94.1,72.35,41.9,94.1,0.0,0.0,0.0,4.246022928,1997-09-06,1997,VERANO
AL41,07/09/1997,143.64,18.3,31.1,24.13,18.3,31.1,31.5,93.8,67.89,31.5,93.8,0.0,0.0,0.0,4.287094967,1997-09-07,1997,VERANO
AL41,08/09/1997,93.6,14.7,31.9,23.34,14.7,31.9,33.9,92.1,66.72,33.9,92.1,0.0,0.0,0.0,4.151932119,1997-09-08,1997,VERANO
AL41,09/09/1997,82.44,14.4,32.8,22.9,14.4,32.8,28.8,93.8,69.41,28.8,93.8,0.0,0.0,0.0,3.946222427,1997-09-09,1997,VERANO
AL41,10/09/1997,77.76,13.9,33.5,23.73,13.9,33.5,22.7,94.4,57.79,22.7,94.4,0.0,0.0,0.0,3.852111814,1997-09-10,1997,VERANO
AL41,11/09/1997,106.2,13.1,35.5,24.9,13.1,35.5,21.7,79.3,45.73,21.7,79.3,0.0,0.0,0.0,4.49092217,1997-09-11,1997,VERANO
AL41,12/09/1997,69.84,15.4,33.8,23.73,15.4,33.8,29.3,81.2,59.81,29.3,81.2,0.0,0.0,0.0,3.781880124,1997-09-12,1997,VERANO
AL41,13/09/1997,84.24,17.2,35.3,26.08,17.2,35.3,24.6,91.9,57.35,24.6,91.9,0.0,0.0,0.0,4.206174291,1997-09-13,1997,VERANO
AL41,14/09/1997,120.96,19.4,28.5,23.85,19.4,28.5,50.6,94.1,77.35,50.6,94.1,0.0,0.0,0.0,3.515210257,1997-09-14,1997,VERANO
AL41,15/09/1997,82.8,15.3,30.0,22.14,15.3,30.0,45.0,94.1,78.19,45.0,94.1,0.0,0.0,0.0,3.513266795,1997-09-15,1997,VERANO
AL41,16/09/1997,120.96,19.7,26.8,22.3,19.7,26.8,51.7,93.8,77.84,51.7,93.8,0.0,0.0,0.0,3.510480656,1997-09-16,1997,VERANO
AL41,17/09/1997,159.48,17.7,26.7,22.03,17.7,26.7,47.8,93.1,73.44,47.8,93.1,0.0,0.0,0.0,3.586969307,1997-09-17,1997,VERANO
AL41,18/09/1997,147.6,15.1,28.3,21.85,15.1,28.3,45.1,93.8,70.39,45.1,93.8,0.0,0.0,0.0,3.618138234,1997-09-18,1997,VERANO
AL41,19/09/1997,84.24,16.3,30.4,22.23,16.3,30.4,42.1,93.8,78.05,42.1,93.8,0.0,0.0,0.0,3.30807308,1997-09-19,1997,VERANO
AL41,20/09/1997,61.92,16.6,31.8,21.7,16.6,31.8,35.1,93.8,79.58,35.1,93.8,0.0,0.0,0.0,3.151222915,1997-09-20,1997,VERANO
AL41,21/09/1997,79.2,14.2,30.0,21.15,14.2,30.0,41.0,94.0,77.6,41.0,94.0,0.0,0.0,0.0,3.15912677,1997-09-21,1997,VERANO
AL41,22/09/1997,75.96,14.2,29.5,21.11,14.2,29.5,41.1,93.8,76.29,41.1,93.8,0.0,0.0,0.0,3.098758623,1997-09-22,1997,VERANO
AL41,23/09/1997,76.32,13.8,29.1,21.2,13.8,29.1,43.3,93.8,75.47,43.3,93.8,0.0,0.0,0.0,3.180196942,1997-09-23,1997,OTOÑO
AL41,24/09/1997,88.56,12.7,29.7,21.0,12.7,29.7,37.3,93.8,72.27,37.3,93.8,0.0,0.0,0.0,3.238515276,1997-09-24,1997,OTOÑO
AL41,25/09/1997,103.68,19.1,28.5,22.9,19.1,28.5,47.8,93.8,75.83,47.8,93.8,0.2,0.0,0.0,3.190193177,1997-09-25,1997,OTOÑO
AL41,26/09/1997,102.6,16.8,26.4,21.4,16.8,26.4,47.2,93.8,76.47,47.2,93.8,0.0,0.0,0.0,2.814599914,1997-09-26,1997,OTOÑO
AL41,27/09/1997,128.52,17.5,24.4,20.76,17.5,24.4,64.2,93.6,79.45,64.2,93.6,17.5,0.0,0.0,2.830734784,1997-09-27,1997,OTOÑO
AL41,28/09/1997,181.8,17.5,25.4,20.89,17.5,25.4,68.1,93.6,84.85,68.1,93.6,0.7,0.0,0.0,2.794082292,1997-09-28,1997,OTOÑO
AL41,29/09/1997,259.2,16.3,28.0,21.66,16.3,28.0,64.9,95.4,83.28,64.9,95.4,18.9,0.0,0.0,3.030273175,1997-09-29,1997,OTOÑO
AL41,30/09/1997,223.92,16.9,23.4,19.8,16.9,23.4,73.5,94.6,89.44,73.5,94.6,0.3,0.0,0.0,2.241923473,1997-09-30,1997,OTOÑO
AL41,01/10/1997,147.24,17.3,29.0,22.44,17.3,29.0,51.3,93.6,75.84,51.3,93.6,0.0,0.0,0.0,3.255547627,1997-10-01,1997,OTOÑO
AL41,02/10/1997,48.96,15.9,31.1,22.34,15.9,31.1,41.2,94.0,79.14,41.2,94.0,0.0,0.0,0.0,3.010840635,1997-10-02,1997,OTOÑO
AL41,03/10/1997,64.8,16.2,30.7,22.54,16.2,30.7,43.5,93.9,77.43,43.5,93.9,0.0,0.0,0.0,3.008249741,1997-10-03,1997,OTOÑO
AL41,04/10/1997,96.48,15.5,29.4,21.56,15.5,29.4,48.4,93.9,79.34,48.4,93.9,0.0,0.0,0.0,2.942416043,1997-10-04,1997,OTOÑO
AL41,05/10/1997,208.8,15.9,21.9,19.52,15.9,21.9,65.2,94.4,82.83,65.2,94.4,0.0,0.0,0.0,2.273719002,1997-10-05,1997,OTOÑO
AL41,06/10/1997,77.76,14.2,27.5,20.27,14.2,27.5,52.4,94.2,80.45,52.4,94.2,0.0,0.0,0.0,2.666721751,1997-10-06,1997,OTOÑO
AL41,07/10/1997,65.42,16.2,27.1,20.56,16.2,29.1,49.2,93.9,81.52,42.4,93.9,0.0,0.0,0.0,2.638925241,1997-10-07,1997,OTOÑO
AL41,08/10/1997,64.44,15.6,30.1,21.95,15.6,30.1,37.5,93.9,73.95,37.5,93.9,0.0,0.0,0.0,,1997-10-08,1997,OTOÑO
AL41,09/10/1997,84.24,16.0,30.2,21.84,16.0,30.2,33.4,93.9,73.09,33.4,93.9,0.0,0.0,0.0,2.767278371,1997-10-09,1997,OTOÑO
AL41,10/10/1997,76.68,14.7,32.4,22.04,14.7,32.4,29.3,93.8,69.71,29.3,93.8,0.0,0.0,0.0,2.95784217,1997-10-10,1997,OTOÑO
AL41,11/10/1997,105.84,18.2,32.8,25.97,18.2,32.8,34.4,92.4,56.0,34.4,92.4,0.0,0.0,0.0,3.362747557,1997-10-11,1997,OTOÑO
AL41,12/10/1997,87.12,18.3,32.1,24.34,18.3,32.1,36.9,91.3,63.84,36.9,91.3,0.0,0.0,0.0,3.06643348,1997-10-12,1997,OTOÑO
AL41,13/10/1997,210.24,17.8,23.6,20.53,17.8,23.6,27.0,93.6,49.99,27.0,93.6,0.0,0.0,0.0,3.578458028,1997-10-13,1997,OTOÑO
AL41,14/10/1997,178.56,11.8,23.5,17.97,11.8,23.5,31.3,81.5,40.79,31.3,81.5,0.0,0.0,0.0,3.381781779,1997-10-14,1997,OTOÑO
AL41,15/10/1997,42.48,9.3,23.9,15.62,9.3,23.9,33.1,94.9,71.22,33.1,94.9,0.0,0.0,0.0,2.019427796,1997-10-15,1997,OTOÑO
AL41,16/10/1997,54.72,8.7,26.4,16.43,8.7,26.4,25.4,95.3,72.43,25.4,95.3,0.0,0.0,0.0,2.163682671,1997-10-16,1997,OTOÑO
AL41,17/10/1997,63.36,8.3,25.2,16.53,8.3,25.2,45.1,94.8,77.71,45.1,94.8,0.0,0.0,0.0,1.987936103,1997-10-17,1997,OTOÑO
AL41,18/10/1997,98.28,13.5,25.0,18.69,13.5,25.0,53.1,93.8,79.91,53.1,93.8,0.0,0.0,0.0,2.125987769,1997-10-18,1997,OTOÑO
AL41,19/10/1997,71.64,15.7,26.7,20.46,15.7,26.7,43.5,93.8,79.2,43.5,93.8,0.0,0.0,0.0,2.180826781,1997-10-19,1997,OTOÑO
AL41,20/10/1997,72.0,16.0,24.4,19.63,16.0,24.4,69.6,94.1,89.87,69.6,94.1,0.0,0.0,0.0,1.495991015,1997-10-20,1997,OTOÑO
AL41,21/10/1997,56.88,18.1,29.3,22.53,18.1,29.3,45.9,93.8,78.06,45.9,93.8,0.0,0.0,0.0,2.184988961,1997-10-21,1997,OTOÑO
AL41,22/10/1997,51.84,18.2,29.5,22.16,18.2,29.5,34.9,93.4,70.03,34.9,93.4,0.0,0.0,0.0,2.073321862,1997-10-22,1997,OTOÑO
AL41,23/10/1997,75.24,15.6,25.0,20.19,15.6,25.0,43.9,91.9,68.99,43.9,91.9,0.0,0.0,0.0,2.005062949,1997-10-23,1997,OTOÑO
AL41,24/10/1997,83.88,13.4,26.2,19.14,13.4,26.2,33.4,92.1,63.87,33.4,92.1,0.0,0.0,0.0,2.148519243,1997-10-24,1997,OTOÑO
AL41,25/10/1997,46.44,10.6,24.7,17.45,10.6,24.7,49.8,94.6,77.87,49.8,94.6,0.0,0.0,0.0,1.745547233,1997-10-25,1997,OTOÑO
AL41,26/10/1997,54.36,13.4,25.8,18.65,13.4,25.8,43.7,93.8,80.06,43.7,93.8,0.0,0.0,0.0,1.846052598,1997-10-26,1997,OTOÑO
AL41,27/10/1997,52.56,14.0,26.2,18.98,14.0,26.2,45.5,94.1,81.35,45.5,94.1,0.0,0.0,0.0,1.687931768,1997-10-27,1997,OTOÑO
AL41,28/10/1997,60.48,13.1,26.3,19.33,13.1,26.3,35.4,93.8,65.46,35.4,93.8,0.0,0.0,0.0,1.887350914,1997-10-28,1997,OTOÑO
AL41,29/10/1997,142.2,8.3,20.0,16.1,8.3,20.0,53.9,92.8,65.33,53.9,92.8,0.0,0.0,0.0,1.839520706,1997-10-29,1997,OTOÑO
AL41,30/10/1997,61.2,5.5,21.5,12.34,5.5,21.5,32.1,95.3,75.7,32.1,95.3,0.0,0.0,5.0,1.472321708,1997-10-30,1997,OTOÑO
AL41,31/10/1997,59.76,5.0,20.9,12.85,5.0,20.9,37.1,95.3,76.4,37.1,95.3,0.0,0.0,4.0,1.364023323,1997-10-31,1997,OTOÑO
AL41,01/11/1997,43.92,9.2,19.6,13.63,9.2,19.6,54.3,94.6,79.36,54.3,94.6,0.0,0.0,0.0,1.20365071,1997-11-01,1997,OTOÑO
AL41,02/11/1997,41.76,10.7,20.2,15.19,10.7,20.2,55.2,93.8,80.94,55.2,93.8,0.0,0.0,0.0,1.258762623,1997-11-02,1997,OTOÑO
AL41,03/11/1997,89.28,14.1,21.3,16.6,14.1,21.3,74.5,93.8,90.77,74.5,93.8,0.0,0.0,0.0,1.158734081,1997-11-03,1997,OTOÑO
AL41,04/11/1997,118.44,16.7,23.7,19.7,16.7,23.7,48.9,93.8,66.51,48.9,93.8,0.0,0.0,0.0,1.896771386,1997-11-04,1997,OTOÑO
AL41,05/11/1997,102.96,14.3,22.3,18.29,14.3,22.3,61.1,93.8,83.18,61.1,93.8,0.0,0.0,0.0,1.464659358,1997-11-05,1997,OTOÑO
AL41,06/11/1997,265.68,12.8,21.1,17.79,12.8,21.1,30.2,93.6,52.18,30.2,93.6,0.0,0.0,0.0,2.945398921,1997-11-06,1997,OTOÑO
AL41,07/11/1997,148.32,10.1,20.7,15.36,10.1,20.7,40.3,82.2,60.72,40.3,82.2,0.0,0.0,0.0,1.853169518,1997-11-07,1997,OTOÑO
AL41,08/11/1997,154.44,11.4,23.4,17.52,11.4,23.4,33.3,76.5,52.78,33.3,76.5,0.0,0.0,0.0,2.277986668,1997-11-08,1997,OTOÑO
AL41,09/11/1997,156.96,13.9,25.2,18.63,13.9,25.2,43.2,76.1,55.47,43.2,76.1,0.0,0.0,0.0,2.347788611,1997-11-09,1997,OTOÑO
AL41,10/11/1997,158.76,11.6,22.1,16.47,11.6,22.1,35.4,81.5,55.97,35.4,81.5,0.0,0.0,0.0,2.123751873,1997-11-10,1997,OTOÑO
AL41,11/11/1997,184.32,6.6,21.9,14.44,6.6,21.9,33.0,93.6,61.55,33.0,93.6,0.0,0.0,1.0,1.989956945,1997-11-11,1997,OTOÑO
AL41,12/11/1997,134.28,9.5,18.5,13.2,9.5,18.5,31.4,66.2,49.32,31.4,66.2,0.0,0.0,0.0,1.858043858,1997-11-12,1997,OTOÑO
AL41,13/11/1997,103.68,9.2,16.4,12.74,9.2,16.4,54.9,89.7,72.13,54.9,89.7,0.0,0.0,0.0,1.116854236,1997-11-13,1997,OTOÑO
AL41,14/11/1997,160.2,9.7,21.2,15.76,9.7,21.2,44.6,95.3,75.8,44.6,95.3,0.0,0.0,0.0,1.498515994,1997-11-14,1997,OTOÑO
AL41,15/11/1997,40.68,5.1,21.8,12.18,5.1,21.8,43.3,95.6,82.53,43.3,95.6,0.0,0.0,5.0,1.026580231,1997-11-15,1997,OTOÑO
AL41,16/11/1997,47.16,4.7,21.4,12.01,4.7,21.4,41.3,95.3,82.03,41.3,95.3,0.0,0.0,6.0,1.014793115,1997-11-16,1997,OTOÑO
AL41,17/11/1997,49.68,5.1,24.7,12.81,5.1,24.7,32.3,95.3,76.05,32.3,95.3,0.0,0.0,8.0,1.153585865,1997-11-17,1997,OTOÑO
AL41,18/11/1997,73.44,6.7,22.4,13.7,6.7,22.4,42.4,93.8,74.7,42.4,93.8,0.0,0.0,2.0,1.125707213,1997-11-18,1997,OTOÑO
AL41,19/11/1997,104.04,6.6,22.1,14.13,6.6,22.1,33.0,94.8,66.65,33.0,94.8,0.0,0.0,1.0,1.382036158,1997-11-19,1997,OTOÑO
AL41,20/11/1997,155.88,6.2,21.0,15.34,6.2,21.0,33.1,91.3,54.52,33.1,91.3,0.0,0.0,2.0,1.847015483,1997-11-20,1997,OTOÑO
AL41,21/11/1997,106.92,11.2,15.9,13.51,11.2,15.9,69.6,94.2,82.72,69.6,94.2,0.0,0.0,0.0,0.917417857,1997-11-21,1997,OTOÑO
AL41,22/11/1997,179.28,4.8,15.3,11.34,4.8,15.3,38.7,95.3,64.17,38.7,95.3,0.0,0.0,2.0,1.448780418,1997-11-22,1997,OTOÑO
AL41,23/11/1997,55.8,3.6,18.4,9.8,3.6,18.4,32.2,93.2,66.43,32.2,93.2,0.0,0.0,11.0,0.945593649,1997-11-23,1997,OTOÑO
AL41,24/11/1997,82.44,2.0,15.8,8.99,2.0,15.8,55.3,95.3,79.73,55.3,95.3,0.0,0.0,10.0,0.803297589,1997-11-24,1997,OTOÑO
AL41,25/11/1997,116.64,6.8,16.3,11.95,6.8,16.3,59.8,92.1,80.84,59.8,92.1,0.0,0.0,1.0,0.926465214,1997-11-25,1997,OTOÑO
AL41,26/11/1997,74.16,8.9,18.8,12.87,8.9,18.8,48.5,94.8,75.29,48.5,94.8,0.0,0.0,0.0,0.987209727,1997-11-26,1997,OTOÑO
AL41,27/11/1997,113.4,6.8,21.4,12.2,6.8,21.4,36.3,94.4,72.15,36.3,94.4,78.0,0.0,1.0,1.23879007,1997-11-27,1997,OTOÑO
AL41,28/11/1997,35.28,5.0,21.0,11.42,5.0,21.0,37.8,95.6,79.58,37.8,95.6,0.0,0.0,9.0,0.846889351,1997-11-28,1997,OTOÑO
AL41,29/11/1997,104.04,7.8,21.8,14.32,7.8,21.8,31.7,92.8,58.55,31.7,92.8,0.0,0.0,0.0,1.405026438,1997-11-29,1997,OTOÑO
AL41,30/11/1997,89.64,6.9,20.9,12.98,6.9,20.9,31.5,91.9,61.87,31.5,91.9,0.0,0.0,1.0,1.223009423,1997-11-30,1997,OTOÑO
AL41,01/12/1997,88.2,5.4,21.3,13.05,5.4,21.3,34.4,92.3,62.51,34.4,92.3,0.0,0.0,2.0,1.195683737,1997-12-01,1997,OTOÑO
AL41,02/12/1997,90.36,4.0,24.6,13.13,4.0,24.6,30.3,95.3,65.76,30.3,95.3,0.2,0.0,9.0,1.274969671,1997-12-02,1997,OTOÑO
AL41,03/12/1997,66.24,7.6,19.9,13.45,7.6,19.9,44.2,92.3,76.49,44.2,92.3,0.0,0.0,0.0,0.923796296,1997-12-03,1997,OTOÑO
AL41,04/12/1997,192.24,8.2,12.7,11.13,8.2,12.7,90.6,96.1,94.17,90.6,96.1,6.4,0.0,0.0,0.587830787,1997-12-04,1997,OTOÑO
AL41,05/12/1997,395.28,5.9,9.9,7.8,5.9,9.9,62.4,95.4,77.79,62.4,95.4,9.6,0.0,10.0,1.228800444,1997-12-05,1997,OTOÑO
AL41,06/12/1997,129.6,4.0,15.9,10.41,4.0,15.9,42.2,95.1,65.02,42.2,95.1,0.0,0.0,3.0,1.154201838,1997-12-06,1997,OTOÑO
AL41,07/12/1997,29.88,1.2,16.9,7.18,1.2,16.9,39.1,96.4,80.29,39.1,96.4,0.0,0.0,14.0,0.649760518,1997-12-07,1997,OTOÑO
AL41,08/12/1997,51.84,1.9,19.4,9.49,1.9,19.4,43.1,96.0,77.3,43.1,96.0,0.0,0.0,10.0,0.786913323,1997-12-08,1997,OTOÑO
AL41,09/12/1997,89.64,6.2,18.4,11.52,6.2,18.4,47.7,95.3,78.02,47.7,95.3,0.0,0.0,4.0,0.905298267,1997-12-09,1997,OTOÑO
AL41,10/12/1997,52.92,3.4,18.0,9.65,3.4,18.0,40.9,95.3,79.91,40.9,95.3,0.0,0.0,9.0,0.738080817,1997-12-10,1997,OTOÑO
AL41,11/12/1997,75.24,5.3,20.1,12.23,5.3,20.1,47.2,94.7,75.98,47.2,94.7,0.0,0.0,4.0,0.913667483,1997-12-11,1997,OTOÑO
AL41,12/12/1997,46.8,8.1,16.7,11.73,8.1,16.7,66.2,94.6,88.31,66.2,94.6,2.7,0.0,0.0,0.676978835,1997-12-12,1997,OTOÑO
AL41,13/12/1997,130.68,3.7,16.8,10.49,3.7,16.8,34.9,93.0,61.42,34.9,93.0,0.0,0.0,5.0,1.231912355,1997-12-13,1997,OTOÑO
AL41,14/12/1997,51.84,0.2,15.1,6.74,0.2,15.1,48.3,96.0,82.74,48.3,96.0,0.0,0.0,14.0,0.633909232,1997-12-14,1997,OTOÑO
AL41,15/12/1997,45.72,-0.8,17.2,7.36,-0.8,17.2,27.7,96.1,76.28,27.7,96.1,0.0,1.0,11.0,0.691298531,1997-12-15,1997,OTOÑO
AL41,16/12/1997,43.56,5.7,15.1,9.36,5.7,15.1,70.0,95.3,88.73,70.0,95.3,0.3,0.0,6.0,0.625129516,1997-12-16,1997,OTOÑO
AL41,17/12/1997,86.04,7.9,17.8,12.33,7.9,17.8,61.9,94.7,86.55,61.9,94.7,0.0,0.0,0.0,0.762636211,1997-12-17,1997,OTOÑO
AL41,18/12/1997,156.24,8.8,19.0,14.23,8.8,19.0,49.5,94.6,83.76,49.5,94.6,1.4,0.0,0.0,0.976040949,1997-12-18,1997,OTOÑO
AL41,19/12/1997,150.48,7.3,17.5,11.56,7.3,17.5,42.6,95.3,74.36,42.6,95.3,2.0,0.0,0.0,1.134150987,1997-12-19,1997,OTOÑO
AL41,20/12/1997,115.92,6.7,18.4,12.03,6.7,18.4,30.9,82.3,57.73,30.9,82.3,0.0,0.0,1.0,1.311637003,1997-12-20,1997,OTOÑO
AL41,21/12/1997,56.88,3.8,16.4,9.51,3.8,16.4,51.6,94.0,82.63,51.6,94.0,1.0,0.0,9.0,0.69628477,1997-12-21,1997,OTOÑO
AL41,22/12/1997,172.44,11.0,19.1,14.34,11.0,19.1,50.8,87.0,71.28,50.8,87.0,0.2,0.0,0.0,1.408664515,1997-12-22,1997,INVIERNO
