,VVMED,VVMAX,RVIENTO,DVMED,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,RADMED,RADMAX,HSOL,PREC,HORAS0,HORAS7,DEWPT,DPV,ETO_PM_FAO,AÑO,DIA,MES,ESTACION
0,0.0006245787098130155,0.003404160782623257,0.05379649470084821,0.06003814551613192,0.004028739492436272,0.008868190422775531,0.006647006534235205,0.0038260616329605255,0.009252864727494807,0.02202984244015974,0.03954286401200283,0.0331853972770187,0.01874149757723691,0.03958422684046727,0.07683972643838669,0.539371283176273,0.004549911131088193,4.136282846443811e-05,0.0,0.0,0.00513312701243677,0.00021095042516863438,0.0012452479841806195,0.8313928521352061,0.009513450546820765,0.0016545131385775245,PRIMAVERA
1,0.0006863126613156068,0.0034022694734731,0.05939115420360422,0.07391252575705029,0.004515435131460608,0.010487192251566529,0.007440633608653348,0.004322932799628182,0.010930784581441252,0.016735148369518976,0.037956438037393625,0.02969139226850141,0.015555025378720187,0.03854231469949231,0.11887018990652325,0.5143160126566346,0.005021799960845904,0.0,0.0,0.0,0.00494228812813251,0.0003096776642521641,0.0018818392924039116,0.8411514934416889,0.010043599921691808,0.001673933320281968,PRIMAVERA
2,0.0006794518277110184,0.0037193369529895355,0.058662282475621434,0.04182158360306976,0.0052017773043590305,0.011016826063600084,0.007637215024466057,0.004998824161016779,0.011475676648547786,0.021093890833028435,0.041208312148187744,0.032578391531286756,0.018380495547039626,0.04142891339095106,0.10486059473511541,0.43767286564242225,0.004412024855266353,0.0,0.0,0.0,0.0053297260251617545,0.0002823695907370466,0.001714807848503138,0.886816995908537,0.011030062138165883,0.0017648099421065414,PRIMAVERA
3,0.0007692043464692516,0.004004258055048504,0.06645486008153494,0.05757164874316718,0.003947117160739359,0.011287524352760217,0.007590948036299414,0.003700971769869199,0.011432574315237276,0.013634696472843533,0.040789807629912314,0.027651797392217493,0.012469901319618667,0.04109748936850001,0.14286981758649459,0.43163352470446004,0.005274544090074868,0.0,0.0,0.0,0.0038811853596134238,0.0004219635272059894,0.002233855483805807,0.8834861350875404,0.01142817886182888,0.0017581813633582894,PRIMAVERA
4,0.0008303294502210849,0.004406800571746279,0.07178025111859149,0.07524860642628582,0.003714859363228708,0.01231655351161276,0.0078059617585888455,0.003422081739374711,0.012437643223103334,0.01242466932544363,0.039224417257839796,0.025562903022171006,0.011421354573093153,0.03978661948976032,0.1385093314150047,0.45797858738756714,0.005189559063881781,0.0,0.0,0.0,0.0036629637725898905,0.0004930081110687692,0.002406013321709766,0.8692511432001983,0.011676507893734006,0.0017298530212939269,PRIMAVERA
5,0.0009462245024206383,0.003578048932409205,0.08175379700914315,0.04863153838022351,0.005813779384640294,0.011042219891038985,0.008163936986001322,0.005523310467618145,0.011284277321890775,0.015874566419680197,0.040269554405343445,0.02833832358644879,0.014769904326156569,0.04048960661520871,0.1424089881364047,0.42778149597807463,0.0052812530367663535,0.0,0.0,0.0,0.00477953399827355,0.0003960939777574765,0.0023003808351426003,0.8846098836583642,0.012322923752454825,0.0017604176789221178,PRIMAVERA
6,0.0007811218696034247,0.003479542873687983,0.06745608690967303,0.07789471553073697,0.003710328880616267,0.01132182891680873,0.007686949307688248,0.00348220578915254,0.011530423961532373,0.011814468277751799,0.04034316928804052,0.026194211786360302,0.00994155106767995,0.04065384275890551,0.1274160667866177,0.4154148124709122,0.00532583092911426,0.0,0.0,0.0,0.003350835292901055,0.00046601020629749774,0.0021575090936095057,0.8920766806266385,0.012870758078692793,0.0017752769763714198,PRIMAVERA
7,0.0007368449593418094,0.003228247798339881,0.06372842021883897,0.07182504600737133,0.004182678739793212,0.011078680682809794,0.007754209601544101,0.004056981658493727,0.011364749902318966,0.010068769650300138,0.03948622105649343,0.028043452276126514,0.00899384288608385,0.04009303455242198,0.11123758256793057,0.46334544796258487,0.0047678203251528845,0.0,0.0,0.0,0.004178344357679437,0.00040309753658110756,0.0020202441228770124,0.8712108048688453,0.01300314634132605,0.0017337528455101398,PRIMAVERA
8,0.0007683656931004888,0.0033950071113624863,0.06652209506027602,0.06080946316809412,0.005633289782568257,0.01042304766292837,0.007859044752256086,0.00550801276738883,0.010665249892275262,0.020194654846923715,0.038460043660084244,0.03153640062116789,0.017593068831697607,0.03883587470562253,0.11122510997680174,0.5194820229440261,0.0050110806071771005,0.0010439751264952294,0.0,0.0,0.005846260708373284,0.0002589058313708169,0.0018218573824035406,0.8393560017021644,0.0004175900505980917,0.0020879502529904588,PRIMAVERA
9,0.0008945242306865387,0.0041122677903599174,0.07745901525532584,0.06632621606204217,0.005184848976917711,0.009988147334111306,0.007508068305904551,0.004892326835129222,0.010297627281220866,0.023308503413813225,0.04002042055772951,0.033945286801455525,0.0215788072710639,0.04006281507103219,0.11375719754508007,0.4947439702422705,0.004663396463294752,0.0,0.0,0.0,0.005909795154393531,0.0002034936638528619,0.001753700867938127,0.8521297173838592,0.0008478902660535913,0.002119725665133978,PRIMAVERA
10,0.0011407675347249531,0.006444920232679662,0.09843075202907788,0.005412400712198682,0.005887026620806875,0.009105323351983476,0.007227636643366855,0.00561640658519694,0.009467537861184464,0.010316868434483335,0.03884438357293361,0.02551738766543517,0.00953831540895937,0.03896928512783051,0.10262744427361346,0.5245865305669491,0.004579723679552731,0.0,0.0,0.0,0.0040093399121902545,0.0003372341982216102,0.001966428282060979,0.8368404178091808,0.0012490155489689265,0.002081692581614878,PRIMAVERA
