CODEST,FECHA,VVMED,VVMAX,RVIENTO,DVMED,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,RADMED,RADMAX,HSOL,PREC,HORAS0,HORAS7,DEWPT,DPV,ETO_PM_FAO
AL41,20/10/2011,1.98,7.84,170.78,86.47,10.66,23.27,17.41,9.66,23.69,47.14,88.5,67.29,45.57,90.4,115.82,810.0,8.0,0.0,0.0,0.0,10.97,0.73,2.471955259
AL41,21/10/2011,2.4,10.88,207.41,42.89,13.33,23.68,18.29,12.79,24.33,41.04,84.3,69.63,38.46,86.9,166.01,776.5,8.0,0.0,0.0,0.0,12.3,0.7,3.149633582
AL41,22/10/2011,1.8,7.154,155.46,41.45,14.48,22.11,17.82,13.66,22.85,50.32,88.9,72.35,48.24,90.2,118.79,900.0,8.0,0.0,0.0,0.0,12.48,0.62,2.275501963
AL41,23/10/2011,1.94,8.23,167.91,172.29,15.13,23.94,18.74,14.53,24.6,46.13,83.4,69.39,43.35,84.9,151.74,760.9,8.0,0.0,0.0,0.0,12.7,0.73,2.771498639
AL41,24/10/2011,1.87,8.13,161.94,200.5,10.87,19.67,15.66,10.19,20.48,63.36,88.8,77.85,53.8,90.9,62.27,416.6,6.0,0.4,0.0,0.0,11.69,0.43,1.59894097
AL41,25/10/2011,1.88,9.21,162.72,231.9,9.18,23.33,16.08,7.972,23.59,21.38,85.8,54.74,20.11,87.8,193.9,714.8,10.0,0.0,0.0,0.0,5.5,0.98,3.160764433
AL41,26/10/2011,2.0,9.8,172.57,170.66,6.882,21.81,13.97,6.123,22.28,37.54,77.66,60.54,34.83,80.2,139.9,776.5,9.0,0.0,0.0,1.0,6.09,0.72,2.694222423
AL41,27/10/2011,1.86,6.37,160.72,178.65,9.55,19.84,14.81,8.21,20.34,63.83,89.4,77.58,59.43,90.8,80.54,854.0,7.0,1.2,0.0,0.0,10.86,0.41,1.64524412
AL41,28/10/2011,1.96,7.448,169.1,21.12,12.76,21.27,16.6,11.88,22.16,49.03,86.3,70.57,44.41,87.6,98.19,931.0,6.0,0.1,0.0,0.0,10.98,0.6,2.17619739
AL41,29/10/2011,4.83,13.92,417.27,354.86,17.13,22.34,19.06,16.55,23.1,49.59,81.8,60.48,45.75,88.6,88.09,755.9,8.0,0.0,0.0,0.0,11.14,0.89,3.411505695
AL41,30/10/2011,2.99,9.11,258.46,29.58,15.79,24.1,19.97,15.17,24.6,43.73,83.4,63.0,41.59,85.0,137.38,833.0,7.0,0.0,0.0,0.0,12.46,0.91,3.182154339
AL41,31/10/2011,1.77,7.938,153.3,166.76,11.43,23.49,16.64,10.77,23.96,47.79,88.3,74.97,42.33,89.1,151.8,668.4,9.0,0.0,0.0,0.0,11.84,0.56,2.410120474
AL41,01/11/2011,2.02,8.43,174.92,164.97,10.42,23.15,16.49,9.62,23.69,53.16,90.4,76.59,51.64,91.4,160.75,658.2,8.0,0.0,0.0,0.0,12.05,0.53,2.384947277
AL41,02/11/2011,1.16,4.41,100.25,184.41,10.39,20.97,15.51,9.32,21.15,57.01,89.9,78.39,54.91,90.8,68.01,354.8,7.0,0.0,0.0,0.0,11.57,0.44,1.458580533
AL41,03/11/2011,2.04,10.39,176.66,197.61,14.4,22.52,17.51,13.93,22.9,51.45,92.3,74.22,47.85,92.5,89.65,869.0,5.0,1.8,0.0,0.0,12.55,0.57,2.092362762
AL41,04/11/2011,2.12,8.33,183.21,196.44,11.2,17.14,14.62,9.86,17.43,63.69,92.0,80.42,58.48,92.5,46.88,807.0,5.0,9.5,0.0,0.0,11.2,0.32,1.398052986
AL41,05/11/2011,2.63,11.86,227.19,262.76,10.27,15.75,13.64,8.85,16.04,42.44,69.91,54.03,40.04,78.03,40.77,236.6,2.0,0.0,0.0,0.0,4.31,0.74,2.215552798
AL41,06/11/2011,4.0,15.78,345.78,319.88,14.09,20.73,17.06,13.55,21.28,28.46,52.5,37.55,26.56,65.24,146.49,719.9,8.0,0.5,0.0,0.0,2.22,1.24,4.299021748
AL41,07/11/2011,1.27,6.762,109.81,157.65,11.3,19.09,14.69,10.87,19.53,44.2,81.1,65.47,41.85,83.0,97.51,781.6,7.0,0.1,0.0,0.0,8.03,0.61,1.717663624
AL41,08/11/2011,1.27,6.762,109.55,194.11,7.211,21.61,14.09,6.325,22.2,35.15,86.5,66.32,33.46,90.7,158.94,627.3,8.0,0.0,0.0,0.0,7.26,0.65,2.016958995
AL41,09/11/2011,1.46,7.056,126.02,188.63,8.29,21.44,13.43,7.373,21.9,37.78,86.6,70.12,34.85,89.8,159.25,622.2,8.0,0.0,0.0,0.0,7.52,0.57,2.113824419
AL41,10/11/2011,1.36,7.35,117.75,165.45,5.355,20.7,12.44,4.813,21.14,50.51,88.9,76.88,47.31,92.1,153.66,606.8,8.0,0.0,0.0,5.0,8.15,0.42,1.777791761
AL41,11/11/2011,1.15,6.762,99.03,175.29,5.3,22.08,13.08,4.88,22.41,44.17,92.2,75.15,41.79,93.0,149.81,601.6,8.0,0.0,0.0,4.0,8.19,0.5,1.775759068
AL41,12/11/2011,2.2,7.742,189.97,26.35,5.827,21.13,13.94,4.671,21.37,56.39,93.5,81.05,55.13,93.9,124.4,849.0,8.0,0.0,0.0,2.0,10.51,0.37,1.920133113
AL41,13/11/2011,3.33,8.23,287.82,25.71,16.18,21.54,17.98,15.84,21.99,54.97,89.3,76.71,47.07,89.8,91.16,812.0,8.0,0.0,0.0,0.0,13.7,0.5,2.377924165
AL41,14/11/2011,2.83,7.938,244.27,19.26,15.33,19.57,16.77,14.49,19.74,61.93,91.0,78.76,59.33,91.7,60.02,329.1,7.0,0.6,0.0,0.0,12.98,0.42,1.769303673
AL41,15/11/2011,1.27,4.998,110.02,95.44,8.92,20.09,14.58,7.474,22.17,31.48,92.3,65.5,29.4,93.3,131.11,673.6,7.0,0.3,0.0,0.0,7.19,0.65,1.779666313
AL41,16/11/2011,1.07,7.252,92.74,355.59,4.141,20.03,11.57,3.205,20.54,34.12,87.2,62.7,33.1,88.8,149.96,601.6,8.0,0.0,0.0,8.0,3.89,0.64,1.633676833
AL41,17/11/2011,1.69,6.37,145.89,353.84,7.039,17.46,12.66,6.536,17.78,46.98,81.9,67.22,44.72,83.9,74.6,694.3,6.0,0.0,0.0,0.0,6.48,0.53,1.638330392
AL41,18/11/2011,2.28,6.37,197.33,18.66,12.7,15.35,14.13,12.55,15.57,69.88,89.9,84.03,68.2,90.3,46.86,221.1,4.0,0.4,0.0,0.0,11.46,0.26,1.231117232
AL41,19/11/2011,1.36,6.37,117.91,24.54,11.5,17.96,14.4,10.94,18.28,63.33,92.9,82.45,61.49,93.2,105.75,604.2,7.0,0.2,0.0,0.0,11.33,0.31,1.293978608
AL41,20/11/2011,1.79,6.664,154.94,31.88,11.67,18.74,15.13,11.1,19.13,61.76,93.7,84.33,58.99,94.0,62.55,709.7,5.0,2.7,0.0,0.0,12.39,0.29,1.360012623
AL41,21/11/2011,3.23,10.49,279.49,3.89,12.52,17.55,15.01,12.28,18.19,58.36,88.1,71.24,52.84,91.0,74.97,792.0,6.0,15.9,0.0,0.0,9.69,0.51,1.865618304
AL41,22/11/2011,2.05,7.546,176.69,11.96,11.84,18.96,14.69,11.13,19.76,50.6,88.5,66.95,46.4,90.0,76.24,745.6,4.0,0.7,0.0,0.0,8.27,0.59,1.749640736
AL41,23/11/2011,1.74,8.43,149.94,8.5,11.17,14.35,12.54,10.6,14.7,58.27,90.7,81.18,54.3,91.6,40.01,334.3,4.0,3.9,0.0,0.0,9.3,0.27,1.213567856
AL41,24/11/2011,2.31,7.252,199.45,19.47,10.55,16.23,12.76,10.19,16.92,66.83,90.7,80.33,63.19,91.9,73.19,802.0,6.0,0.4,0.0,0.0,9.39,0.3,1.325473167
AL41,25/11/2011,2.66,7.35,229.6,31.65,8.63,18.12,13.6,7.908,18.45,50.97,90.6,72.39,47.08,92.1,132.74,558.0,8.0,0.0,0.0,0.0,8.48,0.47,1.889663754
AL41,26/11/2011,1.8,7.742,155.83,17.44,5.187,17.99,10.89,4.305,18.22,36.85,89.0,72.0,32.67,91.2,138.51,565.7,8.0,0.0,0.0,5.0,5.36,0.46,1.801513262
AL41,27/11/2011,2.38,8.43,206.04,15.13,4.657,15.83,10.68,4.038,16.23,50.03,90.6,72.06,46.86,92.5,93.07,818.0,7.0,0.0,0.0,6.0,5.52,0.41,1.619509157
AL41,28/11/2011,2.69,10.78,232.08,349.68,10.56,16.4,13.51,9.96,16.98,54.98,87.0,69.55,52.72,88.4,47.0,684.0,4.0,0.0,0.0,0.0,7.9,0.49,1.677006716
AL41,29/11/2011,1.13,6.762,97.35,186.61,7.59,19.91,12.42,6.765,20.3,42.8,91.7,76.46,39.14,92.3,125.91,529.6,8.0,0.0,0.0,0.0,7.91,0.43,1.411426661
AL41,30/11/2011,0.85,5.488,73.49,170.71,4.922,18.97,10.8,4.105,19.32,50.42,92.4,80.68,48.02,93.0,125.39,529.6,8.0,0.0,0.0,8.0,7.25,0.33,1.119204173
AL41,01/12/2011,0.78,3.43,67.26,205.51,5.187,17.54,10.78,4.737,17.71,57.81,93.6,83.95,55.96,93.9,93.43,714.9,7.0,0.0,0.0,4.0,7.97,0.25,0.958130688
AL41,02/12/2011,2.38,13.23,205.77,345.33,5.003,16.12,10.27,4.002,16.79,53.87,93.1,80.99,46.59,93.7,58.49,668.6,5.0,9.0,0.0,4.0,6.91,0.27,1.512549516
AL41,03/12/2011,3.11,15.58,268.55,4.96,6.928,15.28,11.43,6.055,15.81,61.21,90.6,74.57,57.79,91.9,83.65,802.0,7.0,2.3,0.0,1.0,6.95,0.37,1.503462667
AL41,04/12/2011,1.37,5.684,117.96,195.27,5.78,16.98,10.41,5.282,17.24,54.26,91.6,80.23,48.97,92.8,123.55,532.3,7.0,0.0,0.0,4.0,6.89,0.3,1.220193437
AL41,05/12/2011,1.26,5.39,108.91,224.64,5.106,18.58,10.18,4.171,18.86,40.17,92.4,74.78,37.53,93.3,127.91,529.7,8.0,0.0,0.0,8.0,5.34,0.4,1.40045131
AL41,06/12/2011,1.31,5.39,112.97,230.67,6.125,20.41,11.64,5.319,20.81,36.67,89.6,71.5,33.88,91.9,128.45,534.8,8.0,0.0,0.0,4.0,6.04,0.49,1.579257564
AL41,07/12/2011,1.36,5.684,117.74,235.58,4.313,19.55,10.81,3.365,20.24,34.44,90.4,71.48,31.66,92.3,128.72,534.8,8.0,0.0,0.0,6.0,5.22,0.47,1.5732787
AL41,08/12/2011,0.95,4.116,82.49,209.04,2.61,18.22,9.45,1.616,19.06,39.49,92.7,77.58,36.99,93.3,124.21,552.8,8.0,0.0,0.0,11.0,5.23,0.34,1.162212958
AL41,09/12/2011,0.7,4.312,60.64,193.65,3.847,14.37,8.76,3.596,14.86,71.38,94.3,88.38,69.24,94.6,74.12,565.7,6.0,0.0,0.0,8.0,6.88,0.15,0.706003064
AL41,10/12/2011,0.65,2.646,56.13,261.6,4.359,15.86,9.19,3.799,16.65,44.13,93.1,75.39,40.41,93.6,70.15,576.0,7.0,0.0,0.0,9.0,4.61,0.35,0.891061399
AL41,11/12/2011,1.1,5.782,95.07,344.28,4.317,15.06,9.52,3.23,15.81,56.08,91.0,74.88,46.52,92.8,79.07,709.7,6.0,0.2,0.0,5.0,5.06,0.34,0.98216696
AL41,12/12/2011,0.95,5.978,82.21,323.34,2.616,16.7,8.54,1.785,17.1,44.37,90.9,73.49,41.21,91.9,89.46,545.2,7.0,0.0,0.0,12.0,3.6,0.37,1.076623961
AL41,13/12/2011,1.08,5.488,92.98,13.3,1.19,15.8,7.91,0.602,16.21,46.58,92.5,74.75,44.33,93.1,99.06,632.6,8.0,0.0,0.0,14.0,3.21,0.35,1.070461733
AL41,14/12/2011,1.26,5.782,108.78,175.42,1.668,18.05,9.25,0.737,18.66,41.64,90.3,74.7,38.98,91.6,101.93,673.6,8.0,0.0,0.0,10.0,4.48,0.39,1.330398385
AL41,15/12/2011,1.5,6.174,129.96,11.25,3.763,17.58,10.51,2.73,17.78,32.57,85.5,63.58,31.25,91.5,119.61,539.9,8.0,0.0,0.0,6.0,3.11,0.55,1.546870446
AL41,16/12/2011,2.12,18.42,182.97,268.0,0.789,19.28,9.59,-0.568,20.48,25.74,90.4,61.72,22.85,92.6,89.28,632.6,6.0,0.0,0.0,11.0,1.29,0.63,2.263323408
AL41,17/12/2011,4.14,14.31,357.81,346.67,6.198,16.52,12.79,5.718,16.89,24.99,61.22,42.84,23.06,66.01,92.43,694.3,7.0,0.0,0.0,1.0,0.03,0.86,3.21900735
AL41,18/12/2011,2.79,12.64,240.99,355.75,4.576,14.19,9.25,2.191,14.52,28.01,58.38,42.95,26.03,67.24,118.32,648.0,8.0,0.0,0.0,7.0,-3.15,0.71,2.330873333
AL41,19/12/2011,2.67,9.8,230.85,4.07,4.746,13.29,8.75,3.663,13.78,29.56,60.85,41.88,28.57,65.43,120.39,532.3,8.0,0.0,0.0,9.0,-3.84,0.68,2.149825691
AL41,20/12/2011,1.51,4.998,130.17,233.52,3.589,17.26,8.64,3.07,17.61,20.31,61.14,47.72,17.58,66.67,120.42,560.6,7.0,0.0,0.0,14.0,-2.65,0.67,1.863922866
AL41,21/12/2011,3.45,14.11,297.93,358.11,11.46,22.12,16.41,9.82,22.35,27.3,61.12,40.56,26.35,66.81,115.79,529.6,8.0,0.0,0.0,0.0,2.51,1.17,3.563709359
AL41,22/12/2011,1.34,7.154,115.41,204.42,3.729,21.07,11.41,2.563,21.54,23.81,82.5,58.87,22.5,85.5,125.08,529.6,8.0,0.0,0.0,4.0,2.58,0.69,1.775591014
AL41,23/12/2011,1.17,6.272,100.94,194.09,1.455,18.38,8.56,0.738,18.76,31.51,89.6,67.79,29.16,91.2,125.1,529.6,8.0,0.0,0.0,12.0,2.16,0.47,1.386416132
AL41,24/12/2011,1.58,7.84,136.5,60.6,0.348,17.04,8.79,-0.804,17.34,36.93,90.6,64.32,34.81,92.4,119.9,529.7,8.0,0.0,0.0,10.0,1.74,0.51,1.489792478
AL41,25/12/2011,1.19,5.488,102.75,18.14,-0.096,14.71,7.26,-1.109,15.01,48.72,92.3,76.19,46.11,93.9,119.35,514.3,8.0,0.0,1.0,11.0,2.98,0.31,1.033823822
AL41,26/12/2011,1.32,5.39,114.06,19.13,3.996,13.88,9.58,3.227,14.15,52.29,89.5,76.5,49.49,90.4,74.84,617.2,7.0,0.0,0.0,3.0,5.44,0.3,1.059757228
AL41,27/12/2011,2.23,8.82,192.39,17.96,2.492,14.45,8.45,0.94,14.93,32.27,90.9,63.6,30.32,91.9,107.77,660.8,7.0,0.0,0.0,10.0,0.98,0.48,1.728159776
AL41,28/12/2011,2.34,8.04,202.47,11.22,3.374,15.82,10.7,2.427,16.19,40.14,80.0,59.05,38.61,83.8,121.78,591.4,8.0,0.0,0.0,3.0,2.7,0.57,1.768709676
AL41,29/12/2011,2.07,8.04,178.96,351.82,3.025,15.62,9.16,1.785,15.79,32.22,82.5,54.45,31.05,85.3,107.1,648.0,8.0,0.0,0.0,9.0,-0.27,0.61,1.807971586
AL41,30/12/2011,1.92,12.54,165.97,271.49,2.174,15.87,8.48,1.717,16.23,26.34,77.73,49.04,25.21,81.7,126.38,529.6,8.0,0.0,0.0,10.0,-2.35,0.63,1.860107791
AL41,31/12/2011,1.34,5.488,116.18,216.13,1.99,21.18,10.1,0.669,21.46,28.35,77.89,54.65,27.06,80.5,123.11,514.2,8.0,0.0,0.0,10.0,0.44,0.71,1.813589772
AL41,01/01/2012,1.13,6.468,98.04,179.51,3.119,20.38,10.08,2.326,21.27,32.92,85.5,65.33,30.77,87.9,122.96,509.1,8.0,0.0,0.0,11.0,3.05,0.56,1.499676229
AL41,02/01/2012,1.51,7.84,130.56,32.86,3.256,19.4,10.4,2.022,19.69,32.02,86.3,59.67,30.95,89.7,126.17,539.9,8.0,0.0,0.0,11.0,1.89,0.64,1.723103789
AL41,03/01/2012,1.32,5.88,114.46,221.76,3.413,18.06,9.5,2.625,18.82,32.33,88.0,62.59,31.11,91.0,125.14,519.4,8.0,0.0,0.0,10.0,2.12,0.52,1.508878782
AL41,04/01/2012,2.1,11.96,181.72,332.39,1.887,20.93,10.93,0.703,21.89,22.54,89.2,55.09,19.51,91.8,130.3,550.2,8.0,0.0,0.0,10.0,0.67,0.79,2.445574811
AL41,05/01/2012,1.5,6.174,129.63,234.54,6.129,23.75,12.48,4.906,24.8,13.45,62.43,43.97,11.98,68.39,130.95,534.8,8.0,0.0,0.0,3.0,-0.76,0.96,2.486315383
AL41,06/01/2012,2.9,12.64,250.84,354.09,6.219,21.85,15.6,5.319,22.22,20.65,67.55,35.55,18.04,72.69,98.64,617.0,7.0,0.0,0.0,1.0,-0.31,1.22,3.22213885
AL41,07/01/2012,1.19,6.958,102.73,182.63,2.723,16.92,8.98,1.988,17.27,40.62,90.4,74.07,34.83,91.7,125.17,565.6,8.0,0.0,0.0,11.0,4.2,0.36,1.289227321
AL41,08/01/2012,0.75,4.998,64.57,201.26,1.137,16.5,7.01,-0.209,17.24,42.13,94.3,78.31,39.52,94.9,129.84,542.5,8.0,0.0,0.0,14.0,2.93,0.31,0.995564439
AL41,09/01/2012,0.98,5.39,84.81,74.33,-2.171,14.89,6.07,-3.234,15.38,39.8,91.5,74.35,37.31,93.7,115.59,534.8,7.0,0.0,6.0,13.0,1.26,0.33,1.100248962
AL41,10/01/2012,0.89,4.606,76.84,159.43,1.677,14.7,7.53,0.433,15.22,54.72,91.8,78.62,52.42,92.7,110.61,642.9,8.0,0.0,0.0,13.0,3.77,0.28,0.946461868
AL41,11/01/2012,1.08,5.782,93.37,10.17,-1.754,12.54,5.95,-2.422,12.91,61.34,92.9,78.81,59.83,93.8,71.71,720.0,7.0,0.0,6.0,11.0,2.32,0.25,0.86768962
AL41,12/01/2012,1.15,4.998,99.6,13.83,5.46,14.31,10.61,4.974,14.69,52.37,82.6,69.22,49.53,85.8,75.56,745.7,7.0,0.0,0.0,2.0,5.0,0.42,1.118845776
AL41,13/01/2012,1.15,5.096,99.1,183.49,5.296,14.78,9.19,4.17,15.48,52.72,87.9,74.76,50.05,90.3,88.73,797.1,6.0,0.0,0.0,8.0,4.71,0.33,1.121363615
AL41,14/01/2012,1.45,7.546,125.0,354.11,-0.945,17.28,8.16,-1.684,17.91,27.02,93.8,62.11,25.75,94.2,118.9,581.0,8.0,0.0,1.0,11.0,-0.17,0.57,1.689262494
AL41,15/01/2012,1.3,6.566,112.24,203.38,-1.341,15.88,7.94,-1.989,16.16,26.51,89.2,60.02,25.58,91.1,115.08,560.5,8.0,2.6,1.0,10.0,-0.29,0.52,1.522838603
AL41,16/01/2012,1.85,11.56,160.15,3.87,6.646,11.39,8.95,6.359,11.56,57.0,93.7,76.38,51.12,94.0,64.64,493.7,6.0,1.7,0.0,1.0,4.76,0.29,1.121168587
AL41,17/01/2012,4.62,12.84,399.18,17.46,7.648,13.23,10.67,6.967,13.78,64.52,91.7,75.54,62.32,92.4,133.79,802.0,8.0,14.7,0.0,0.0,6.44,0.33,1.617692433
AL41,18/01/2012,2.05,6.468,176.72,47.02,5.876,14.93,10.71,5.447,15.25,53.8,91.7,79.7,49.29,92.2,121.1,663.4,7.0,0.6,0.0,1.0,7.11,0.29,1.457488772
AL41,19/01/2012,0.93,4.116,80.09,216.69,2.301,15.08,7.47,1.684,16.26,38.43,93.8,77.97,33.99,94.1,140.3,576.0,8.0,0.0,0.0,14.0,3.32,0.3,1.193175862
AL41,20/01/2012,1.28,10.58,111.01,306.03,-0.007,17.13,7.5,-0.467,17.71,43.21,92.4,73.17,39.66,93.3,137.25,663.4,8.0,0.0,1.0,13.0,2.33,0.39,1.453177271
AL41,21/01/2012,1.42,7.056,122.84,120.86,2.294,17.05,8.46,1.481,17.34,37.6,91.8,76.06,34.36,92.9,142.35,596.5,8.0,0.0,0.0,12.0,3.81,0.36,1.612716532
AL41,22/01/2012,1.2,7.252,103.69,200.65,3.077,17.37,8.19,2.326,18.12,37.18,92.5,76.15,31.01,93.5,148.06,588.7,8.0,0.0,0.0,13.0,3.61,0.35,1.530217115
AL41,23/01/2012,0.99,5.782,85.9,187.25,1.503,17.57,8.03,0.196,18.11,39.87,92.0,73.8,35.84,93.3,142.95,581.0,8.0,0.0,0.0,13.0,2.98,0.39,1.388146786
AL41,24/01/2012,1.27,5.39,109.92,219.78,4.34,17.75,9.46,3.129,18.32,37.61,93.0,74.32,34.22,93.5,142.03,570.7,8.0,0.0,0.0,11.0,4.5,0.39,1.60574487
AL41,25/01/2012,1.1,6.37,94.92,177.06,0.638,15.66,7.5,0.162,15.99,54.86,95.4,84.89,52.24,95.9,135.79,586.2,8.0,0.1,0.0,12.0,4.89,0.21,1.221318443
AL41,26/01/2012,1.19,6.566,103.14,170.28,-0.059,15.8,7.67,-0.509,16.23,50.41,95.0,81.5,48.4,95.1,139.49,617.1,8.0,0.0,1.0,13.0,4.33,0.26,1.324586516
AL41,27/01/2012,1.48,7.938,127.61,30.9,5.236,13.95,9.85,4.204,14.52,59.67,92.7,82.38,56.25,93.3,95.6,622.2,7.0,0.5,0.0,3.0,6.83,0.24,1.211504766
AL41,28/01/2012,2.8,10.49,242.28,3.61,6.294,12.93,10.05,5.379,13.59,57.18,87.2,71.48,55.17,89.1,76.56,797.1,7.0,0.0,0.0,2.0,5.01,0.37,1.549300897
AL41,29/01/2012,3.84,14.01,331.57,334.52,5.981,13.11,9.5,4.643,13.41,23.85,76.15,36.86,21.44,87.7,150.35,658.3,8.0,0.0,0.0,2.0,-5.16,0.78,2.830336569
AL41,30/01/2012,3.8,13.92,328.42,0.42,2.737,12.82,7.8,1.413,13.07,20.13,65.47,36.92,18.06,70.45,165.69,642.9,9.0,0.0,0.0,11.0,-6.81,0.71,2.987732805
AL41,31/01/2012,1.83,8.23,157.91,177.23,-3.342,15.43,5.57,-4.31,15.86,26.03,87.6,62.76,22.35,90.5,162.01,632.5,8.0,0.0,7.0,14.0,-2.1,0.45,2.070149981
AL41,01/02/2012,1.39,6.664,120.23,177.51,-0.757,17.52,6.96,-1.851,17.91,26.1,88.2,64.22,24.16,91.1,152.2,668.4,8.0,0.0,6.0,14.0,-0.46,0.5,1.958705856
AL41,02/02/2012,3.99,13.52,344.7,348.75,3.089,8.37,6.53,1.92,9.0,29.65,80.3,52.9,26.76,85.5,109.81,900.0,7.0,1.5,0.0,15.0,-3.11,0.46,2.175212833
AL41,03/02/2012,7.01,15.39,605.39,339.66,1.615,9.04,4.48,1.312,9.28,10.41,37.9,24.94,9.26,39.42,173.55,668.7,9.0,0.0,0.0,19.0,-15.1,0.65,4.123330898
AL41,04/02/2012,6.58,18.82,568.33,350.59,0.726,9.3,4.6,0.467,9.92,14.82,29.31,21.25,13.29,30.02,166.34,720.0,9.0,0.0,0.0,18.0,-15.97,0.69,4.013673098
AL41,05/02/2012,4.33,18.52,374.19,334.37,4.54,11.43,7.59,4.307,12.15,24.16,76.32,40.25,22.22,77.47,84.29,709.7,5.0,0.2,0.0,11.0,-5.73,0.63,2.798056866
AL41,06/02/2012,6.45,16.17,557.05,344.92,9.12,16.04,12.78,8.75,16.5,26.74,37.33,32.0,26.12,39.05,156.03,740.4,8.0,0.0,0.0,0.0,-3.57,1.02,4.930094198
AL41,07/02/2012,6.67,20.29,576.0,349.41,8.16,15.26,11.76,7.846,15.64,19.17,46.9,32.54,18.28,48.23,75.99,786.9,5.0,0.0,0.0,0.0,-4.61,0.93,4.863624983
AL41,08/02/2012,4.85,15.29,419.03,357.94,-1.845,9.13,4.98,-3.571,9.61,14.22,48.77,25.0,13.44,54.56,181.96,689.1,9.0,0.0,2.0,18.0,-14.29,0.68,3.184230295
AL41,09/02/2012,1.59,6.762,137.8,207.56,-3.151,11.68,3.06,-4.21,12.54,14.7,73.1,44.63,13.94,77.35,173.26,668.6,9.0,0.0,11.0,16.0,-9.28,0.5,1.998354754
AL41,10/02/2012,1.28,6.37,110.96,60.78,-5.322,14.41,4.26,-5.691,14.71,18.95,77.63,50.99,18.22,80.1,179.26,686.5,9.0,0.0,9.0,14.0,-6.74,0.55,1.934303798
AL41,11/02/2012,3.64,13.23,314.4,8.65,-2.813,10.66,4.48,-3.504,11.12,11.62,75.83,33.47,10.57,81.9,194.18,730.3,9.0,0.0,4.0,16.0,-13.31,0.64,2.874620895
AL41,12/02/2012,3.54,15.09,305.97,15.2,-3.7,8.54,2.46,-5.223,8.87,14.66,45.24,26.56,14.02,51.52,192.59,720.0,9.0,0.0,7.0,18.0,-15.54,0.57,2.791750038
AL41,13/02/2012,3.01,12.54,259.8,334.9,-3.656,10.23,4.19,-5.086,10.65,10.34,42.13,20.65,9.56,47.57,195.06,730.3,9.0,0.0,3.0,17.0,-17.43,0.69,2.857598134
AL41,14/02/2012,3.51,14.6,303.52,332.31,1.311,14.46,8.06,0.23,14.91,24.28,75.92,41.9,22.69,81.2,159.17,833.0,8.0,0.0,0.0,12.0,-5.11,0.69,3.020408427
AL41,15/02/2012,1.71,7.35,147.68,191.72,-0.331,13.0,6.34,-0.94,13.43,32.42,82.5,58.79,29.87,86.5,186.2,905.0,9.0,0.0,1.0,14.0,-1.78,0.45,2.01905684
AL41,16/02/2012,1.64,9.31,141.73,351.73,-0.507,11.56,6.46,-1.346,11.87,38.58,88.3,62.78,36.77,91.2,76.87,982.0,5.0,0.0,1.0,13.0,-0.62,0.4,1.530406146
AL41,17/02/2012,1.66,7.35,143.6,32.5,-1.946,12.96,5.62,-2.76,13.75,45.09,90.9,73.64,43.11,93.1,83.09,931.0,7.0,0.0,4.0,14.0,0.87,0.3,1.528633904
AL41,18/02/2012,1.57,8.62,135.31,169.05,0.08,15.8,6.96,-1.189,16.4,31.1,91.5,72.48,29.5,93.2,190.97,709.5,9.0,0.0,0.0,13.0,1.59,0.37,2.192442437
AL41,19/02/2012,1.63,10.68,140.73,52.33,-0.988,18.11,7.66,-2.287,18.45,19.32,90.9,61.39,17.95,93.4,197.22,730.1,9.0,0.0,3.0,12.0,-1.19,0.59,2.624356019
AL41,20/02/2012,1.74,9.41,150.24,125.01,-0.006,13.08,6.37,-0.737,13.61,49.87,88.2,69.5,46.4,90.9,94.45,910.0,6.0,0.0,1.0,13.0,0.83,0.35,1.566716724
AL41,21/02/2012,1.64,9.8,141.99,140.2,-1.573,13.8,6.77,-2.563,14.51,42.94,90.9,71.61,37.6,92.7,185.15,900.0,9.0,0.0,4.0,10.0,1.47,0.36,1.949025661
AL41,22/02/2012,1.61,8.82,138.89,166.68,0.981,15.57,7.96,-0.041,15.89,25.04,90.1,59.98,24.16,92.3,200.97,740.4,9.0,0.0,0.0,11.0,-0.64,0.54,2.377752162
AL41,23/02/2012,1.36,7.252,117.68,189.01,-0.881,18.07,7.69,-1.309,18.58,13.68,78.37,47.66,12.99,82.4,208.12,758.3,9.0,0.0,2.0,13.0,-4.9,0.72,2.62690653
AL41,24/02/2012,1.23,7.84,106.25,171.1,-2.399,18.87,7.5,-4.039,19.41,13.39,70.26,47.74,12.55,74.85,207.3,750.7,9.0,0.0,4.0,13.0,-4.7,0.71,2.611030264
AL41,25/02/2012,1.73,8.23,149.49,178.68,-0.529,18.28,8.23,-1.481,18.82,26.2,81.3,58.66,24.3,86.9,207.51,750.6,9.0,0.0,1.0,12.0,-0.38,0.58,2.768524761
AL41,26/02/2012,1.82,12.25,157.6,36.98,1.321,23.36,12.27,0.196,23.99,18.16,80.3,41.79,17.08,85.2,199.82,987.0,9.0,0.0,0.0,9.0,-2.55,1.1,3.486916104
AL41,27/02/2012,2.87,10.58,247.68,34.75,5.546,18.49,11.95,4.605,18.92,37.87,87.0,57.11,35.03,88.3,201.13,807.0,9.0,0.0,0.0,3.0,3.24,0.64,3.098506358
