CODEST,FECHA,VVMED,VVMAX,RVIENTO,DVMED,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,RADMED,RADMAX,HSOL,PREC,HORAS0,HORAS7,DEWPT,DPV,ETO_PM_FAO
AL41,11/06/2011,2.36,8.53,203.78,144.36,15.63,27.38,21.34,14.94,28.06,39.52,85.4,66.17,35.38,86.9,266.77,1142.0,12.0,0.0,0.0,0.0,14.36,0.95,5.302975372
AL41,12/06/2011,2.45,9.9,212.03,163.15,12.66,29.82,22.12,11.77,30.71,29.9,89.8,56.94,26.98,91.3,353.0,1039.0,12.0,0.0,0.0,0.0,11.64,1.42,6.667948448
AL41,13/06/2011,2.45,10.09,211.91,166.25,13.77,31.19,23.6,12.72,31.99,25.92,81.0,49.6,24.41,83.6,350.45,1010.0,12.0,0.0,0.0,0.0,11.14,1.75,7.057106843
AL41,14/06/2011,3.18,9.41,274.84,108.78,18.48,30.0,23.83,16.85,30.71,36.42,85.9,62.34,34.8,88.8,353.4,1013.0,12.0,0.0,0.0,0.0,15.54,1.26,7.085562292
AL41,15/06/2011,2.46,9.9,212.66,164.05,15.57,30.17,23.32,14.47,30.68,39.34,90.6,64.14,34.7,91.9,355.65,1015.0,12.0,0.0,0.0,0.0,15.38,1.23,6.57608702
AL41,16/06/2011,2.36,10.09,203.56,148.08,14.3,31.32,24.03,13.39,32.02,30.17,87.0,54.18,26.33,89.2,354.09,1003.0,12.0,0.0,0.0,0.0,12.88,1.67,6.908980351
AL41,17/06/2011,2.75,10.0,237.31,159.3,16.12,31.46,24.06,15.04,32.79,34.36,87.3,60.67,30.34,88.6,356.52,1005.0,13.0,0.0,0.0,0.0,15.18,1.39,7.116413916
AL41,18/06/2011,2.94,11.37,253.63,140.46,14.69,34.45,26.09,13.93,35.29,16.51,89.5,47.97,14.97,91.3,352.01,1008.0,12.0,0.0,0.0,0.0,11.14,2.26,8.211965057
AL41,19/06/2011,3.64,11.17,314.33,61.71,21.29,29.91,24.84,20.85,30.71,41.57,81.5,64.04,37.87,83.6,306.04,1167.0,12.0,0.0,0.0,0.0,17.15,1.22,6.79338264
AL41,20/06/2011,2.33,9.8,201.18,133.9,15.64,29.47,23.44,15.17,29.87,42.26,83.7,64.07,39.93,87.3,312.05,1090.0,12.0,0.0,0.0,0.0,15.7,1.18,5.969828593
AL41,21/06/2011,2.27,10.88,196.17,158.54,14.95,31.06,24.07,14.33,32.36,29.62,89.0,61.35,26.67,90.9,347.29,992.0,12.0,0.0,0.0,0.0,15.22,1.4,6.756257917
AL41,22/06/2011,2.26,10.39,195.65,166.42,16.33,32.43,23.97,15.74,33.53,33.12,91.5,67.08,30.82,92.5,277.63,992.0,11.0,0.0,0.0,0.0,16.61,1.2,6.132388001
AL41,23/06/2011,2.82,10.39,243.29,114.81,16.74,30.3,24.23,15.91,31.21,44.88,90.2,68.97,43.19,93.8,319.04,1080.0,12.0,0.0,0.0,0.0,17.63,1.1,6.237181671
AL41,24/06/2011,3.12,9.6,269.54,67.65,21.54,28.49,24.61,21.19,29.14,47.58,80.4,65.17,45.63,81.2,174.56,1260.0,10.0,0.0,0.0,0.0,17.4,1.13,4.80282747
AL41,25/06/2011,3.41,10.98,294.69,83.47,19.61,30.45,24.5,19.14,31.15,33.85,83.2,57.39,32.57,85.5,349.51,982.0,12.0,0.0,0.0,0.0,14.71,1.47,7.404624569
AL41,26/06/2011,2.28,9.51,196.7,165.6,16.75,31.7,24.52,15.64,32.32,23.44,74.7,49.9,22.29,78.39,349.23,987.0,12.0,0.0,0.0,0.0,12.24,1.79,7.194676664
AL41,27/06/2011,2.16,9.6,186.54,159.4,14.62,32.44,24.16,13.79,33.23,29.68,80.3,55.77,28.46,83.8,345.34,982.0,12.0,0.0,0.0,0.0,13.83,1.58,6.92301408
AL41,28/06/2011,2.58,9.7,222.8,162.42,16.03,32.24,24.76,15.31,32.72,35.94,84.0,59.6,34.05,86.9,344.77,982.0,12.0,0.0,0.0,0.0,15.57,1.5,7.001812162
AL41,29/06/2011,3.07,10.49,265.44,117.03,15.84,31.54,24.79,14.63,32.46,44.66,84.9,63.39,42.75,88.1,321.04,956.0,12.0,0.0,0.0,0.0,16.9,1.33,6.588678505
AL41,30/06/2011,3.34,9.8,288.34,84.81,21.92,29.24,25.25,21.26,29.91,47.47,84.7,64.37,45.16,86.9,268.52,1149.0,12.0,0.0,0.0,0.0,17.71,1.22,5.906011132
AL41,01/07/2011,2.27,10.0,196.47,152.58,16.14,30.33,23.91,15.5,31.08,40.42,82.3,63.16,35.5,84.1,285.17,1039.0,11.0,0.0,0.0,0.0,16.0,1.23,5.825320913
AL41,02/07/2011,2.95,10.68,254.73,161.66,18.32,32.19,25.58,17.59,33.1,41.65,90.3,65.19,37.73,91.6,339.61,972.0,12.0,0.0,0.0,0.0,17.83,1.35,6.929844625
AL41,03/07/2011,2.47,11.66,213.54,125.17,18.96,31.78,25.15,18.29,32.52,42.42,87.5,66.35,39.21,89.1,240.46,1188.0,11.0,0.0,0.0,0.0,17.97,1.22,5.562427719
AL41,04/07/2011,2.4,10.39,207.39,161.87,17.2,31.81,25.07,16.68,32.62,19.25,82.0,46.64,17.57,85.7,352.51,997.0,12.0,0.0,0.0,0.0,11.05,1.97,7.357060262
AL41,05/07/2011,3.07,12.25,265.4,162.6,14.72,33.14,25.12,13.66,33.97,19.94,62.67,40.39,17.84,68.41,347.6,982.0,13.0,0.0,0.0,0.0,9.42,2.19,8.201064658
AL41,06/07/2011,3.26,13.72,281.6,161.27,15.19,35.32,26.28,14.74,36.2,18.68,62.88,41.11,14.5,68.3,350.82,982.0,13.0,0.0,0.0,0.0,10.57,2.4,8.884645362
AL41,07/07/2011,2.42,11.27,208.98,156.82,15.92,34.95,26.22,15.04,35.79,21.55,76.32,47.2,19.32,81.0,359.04,1023.0,13.0,0.0,0.0,0.0,12.57,2.18,7.89899252
AL41,08/07/2011,3.34,11.37,288.34,150.38,16.53,33.65,26.59,14.73,34.61,14.27,79.6,38.25,13.39,82.8,364.32,1023.0,13.0,0.0,0.0,0.0,9.54,2.35,8.664847135
AL41,09/07/2011,2.49,9.02,214.85,116.89,19.3,33.52,26.12,18.9,34.38,31.23,87.5,61.11,27.51,88.9,295.11,1203.0,13.0,0.0,0.0,0.0,17.1,1.53,6.757375207
AL41,10/07/2011,2.69,10.29,232.21,167.14,19.3,31.17,25.61,18.97,31.95,43.01,86.2,65.32,37.73,87.8,297.17,1100.0,12.0,0.0,0.0,0.0,18.22,1.26,6.223073356
AL41,11/07/2011,2.61,9.7,225.59,138.01,17.61,32.49,25.7,17.12,33.06,41.09,85.5,65.24,39.51,89.4,323.85,1188.0,12.0,0.0,0.0,0.0,18.12,1.33,6.677469358
AL41,12/07/2011,3.06,11.47,264.42,150.94,22.3,30.69,25.55,21.46,31.62,53.24,84.7,72.94,48.8,87.3,192.95,1085.0,9.0,0.0,0.0,0.0,20.11,0.96,4.922327211
AL41,13/07/2011,3.24,10.58,280.27,89.16,20.19,32.05,26.3,18.53,32.72,20.53,88.3,40.13,19.49,92.3,354.42,1013.0,13.0,0.0,0.0,0.0,10.37,2.21,7.961974692
AL41,14/07/2011,2.39,12.05,206.88,154.87,17.72,29.9,24.36,16.85,30.81,32.79,78.84,56.04,30.75,83.6,324.96,1172.0,12.0,0.0,0.0,0.0,14.4,1.49,6.497994516
AL41,15/07/2011,2.59,11.17,223.61,117.99,18.58,30.33,24.72,16.99,31.01,34.43,82.2,58.46,32.13,85.9,335.56,1080.0,12.0,0.0,0.0,0.0,15.32,1.45,6.72810823
AL41,16/07/2011,3.01,10.39,260.43,161.15,15.74,31.98,25.01,14.7,32.76,24.31,83.7,55.53,22.73,87.0,338.4,992.0,12.0,0.0,0.0,0.0,14.06,1.69,7.457208259
AL41,17/07/2011,3.52,12.94,304.24,152.82,17.61,33.89,26.74,16.82,34.48,31.66,87.8,57.8,28.56,90.2,350.03,1000.0,13.0,0.0,0.0,0.0,16.66,1.78,7.955844687
AL41,18/07/2011,3.35,11.27,289.39,149.48,22.28,30.67,25.99,21.76,31.58,41.3,84.4,61.45,36.85,86.1,299.7,1260.0,11.0,0.0,0.0,0.0,17.68,1.36,6.64688806
AL41,19/07/2011,2.51,10.0,217.12,107.31,18.18,33.43,26.38,17.8,34.04,20.05,88.2,50.82,18.75,91.2,341.75,1075.0,12.0,0.0,0.0,0.0,13.13,2.03,7.474886012
AL41,20/07/2011,2.66,10.68,229.92,138.15,20.56,29.84,24.96,20.11,30.95,34.09,73.73,56.12,32.14,75.06,342.99,1152.0,12.0,0.0,0.0,0.0,15.11,1.5,6.961242857
AL41,21/07/2011,2.66,10.29,230.11,115.19,15.98,31.79,24.45,15.37,32.39,27.94,81.7,54.94,24.17,84.5,336.63,982.0,12.0,0.0,0.0,0.0,13.61,1.63,7.083101776
AL41,22/07/2011,3.26,9.7,281.65,89.79,20.2,29.86,24.89,19.5,30.62,34.02,80.5,60.5,31.94,82.9,263.58,1208.0,12.0,0.0,0.0,0.0,16.17,1.35,6.361752886
AL41,23/07/2011,3.72,11.47,321.0,159.83,21.11,29.63,24.54,20.61,30.31,46.85,86.7,68.31,44.82,87.7,276.29,1177.0,10.0,0.0,0.0,0.0,18.03,1.05,6.085955035
AL41,24/07/2011,3.02,12.15,260.99,114.11,18.13,32.22,24.99,17.63,33.4,28.67,86.6,65.56,25.72,89.7,315.33,1105.0,12.0,0.0,0.0,0.0,17.36,1.27,7.145206877
AL41,25/07/2011,3.0,11.86,259.15,159.89,20.35,30.77,25.6,20.04,31.49,37.32,83.6,62.89,33.72,86.5,324.19,1116.0,12.0,0.0,0.0,0.0,17.42,1.35,6.80388311
AL41,26/07/2011,3.04,11.37,263.03,160.79,16.8,33.06,25.59,16.11,33.87,23.72,87.1,53.81,22.25,89.0,330.47,959.0,12.0,0.0,0.0,0.0,13.72,1.86,7.554848718
AL41,27/07/2011,3.36,12.74,290.34,88.93,17.41,32.19,25.08,16.82,32.99,32.86,75.37,55.88,26.67,81.0,320.04,931.0,12.0,0.0,0.0,0.0,15.14,1.55,7.374842936
AL41,28/07/2011,2.56,9.02,220.87,106.01,21.61,29.58,25.12,20.78,30.21,44.75,89.2,65.48,42.76,89.4,220.02,1270.0,11.0,0.0,0.0,0.0,17.79,1.19,5.021213221
AL41,29/07/2011,3.11,9.51,268.97,159.43,17.75,30.39,24.42,17.43,31.32,44.87,78.06,63.69,42.52,81.0,326.58,967.0,12.0,0.0,0.0,0.0,16.73,1.24,6.557555495
AL41,30/07/2011,2.62,10.58,226.72,159.25,19.18,30.41,25.01,18.57,31.08,47.17,84.6,67.74,45.11,86.2,306.2,1059.0,11.0,0.0,0.0,0.0,18.28,1.13,6.022670803
AL41,31/07/2011,2.43,9.7,210.19,162.24,19.54,31.12,25.09,18.6,31.95,42.38,88.2,66.76,40.33,89.3,311.87,972.0,11.0,0.0,0.0,0.0,17.96,1.2,6.177247704
AL41,01/08/2011,2.72,9.41,235.36,87.74,21.26,32.27,26.22,20.58,32.83,31.88,83.8,59.96,29.27,85.3,300.31,936.0,12.0,0.0,0.0,0.0,17.03,1.53,6.774576486
AL41,02/08/2011,3.11,10.19,268.74,147.16,20.62,31.21,25.98,20.07,31.92,33.99,74.61,59.02,29.23,76.34,295.02,905.0,12.0,0.0,0.0,0.0,16.87,1.49,6.851163012
AL41,03/08/2011,2.74,11.37,236.8,138.07,19.48,34.62,27.14,19.0,35.68,20.39,80.1,52.49,17.19,83.0,323.01,982.0,12.0,0.0,0.0,0.0,15.05,2.02,7.70813057
AL41,04/08/2011,2.34,9.41,202.41,163.51,17.33,32.69,25.5,16.65,33.67,36.59,81.8,64.07,34.25,83.7,297.37,1013.0,12.0,0.0,0.0,0.0,17.7,1.34,6.311064656
AL41,05/08/2011,2.95,9.8,255.24,157.89,19.87,30.27,25.54,19.24,30.88,50.61,87.3,67.84,47.82,88.3,282.71,1100.0,12.0,0.0,0.0,0.0,18.81,1.16,5.722868995
AL41,06/08/2011,2.77,12.35,239.36,165.69,18.24,34.87,26.97,17.66,35.56,26.03,85.8,57.7,21.04,87.4,313.78,962.0,12.0,0.0,0.0,0.0,16.48,1.83,7.390371395
AL41,07/08/2011,2.67,13.52,231.02,156.19,19.93,36.71,28.51,19.31,37.26,21.75,76.32,48.23,21.0,79.38,324.88,962.0,12.0,0.0,0.0,0.0,14.86,2.38,7.984638037
AL41,08/08/2011,3.57,11.47,308.4,106.68,18.67,34.41,27.24,18.03,35.79,17.61,80.9,56.29,15.64,84.7,319.58,951.0,12.0,0.0,0.0,0.0,16.36,1.86,8.346915226
AL41,09/08/2011,2.98,10.39,257.66,100.69,23.05,30.51,26.2,22.2,31.05,36.3,81.2,57.93,34.8,83.0,260.3,1280.0,12.0,0.0,0.0,0.0,16.72,1.51,6.176798031
AL41,10/08/2011,2.7,10.78,233.7,106.25,19.56,29.38,24.69,18.94,30.08,35.53,77.0,57.72,32.44,79.43,292.43,951.0,11.0,0.0,0.0,0.0,15.27,1.42,6.154269733
AL41,11/08/2011,2.15,8.82,186.02,142.76,17.2,30.52,24.27,16.62,31.38,38.07,82.3,59.63,34.9,84.1,308.46,951.0,12.0,0.0,0.0,0.0,15.28,1.39,5.936751222
AL41,12/08/2011,2.31,8.43,199.43,101.31,15.97,33.38,24.94,15.24,33.84,19.64,83.9,53.03,18.11,85.4,304.66,925.0,12.0,0.0,0.0,0.0,12.78,1.81,6.796747728
AL41,13/08/2011,2.31,9.51,199.48,165.69,18.23,32.0,25.42,17.06,32.66,14.37,77.9,44.5,13.59,82.5,320.55,972.0,12.0,0.0,0.0,0.0,11.0,2.04,6.923803885
AL41,14/08/2011,2.49,10.98,214.79,162.41,17.17,36.17,26.69,16.79,37.16,22.96,69.83,44.53,19.89,78.06,294.29,1039.0,12.0,0.0,0.0,0.0,12.51,2.27,7.363178973
AL41,15/08/2011,2.32,10.78,200.32,156.01,17.59,35.41,26.75,16.95,36.32,30.28,83.5,56.37,28.52,86.3,309.44,941.0,12.0,0.0,0.0,0.0,16.2,1.85,6.885217832
AL41,16/08/2011,2.25,10.0,194.81,128.38,18.72,34.4,27.15,18.03,34.88,25.82,88.5,55.85,24.65,90.0,309.19,936.0,12.0,0.0,0.0,0.0,16.04,1.88,6.730715027
AL41,17/08/2011,2.17,8.72,187.49,111.68,17.83,35.52,27.01,17.19,36.23,19.15,80.6,49.7,17.3,82.8,300.96,920.0,12.0,0.0,0.0,0.0,13.7,2.19,6.939840884
AL41,18/08/2011,2.73,9.51,235.54,28.56,21.02,34.53,27.42,20.18,35.29,30.78,72.46,50.96,28.96,76.92,294.7,1059.0,11.0,0.0,0.0,0.0,15.75,1.97,7.114441362
AL41,19/08/2011,2.83,10.19,244.55,104.05,21.04,33.75,27.46,20.58,34.28,32.71,73.7,54.34,31.15,78.87,290.6,892.0,12.0,0.0,0.0,0.0,16.84,1.84,6.927918902
AL41,20/08/2011,2.93,9.7,252.73,41.72,20.02,35.4,28.1,19.14,35.96,26.23,73.32,49.61,24.85,75.08,296.79,915.0,12.0,0.0,0.0,0.0,15.44,2.17,7.487383627
AL41,21/08/2011,3.57,11.17,308.46,51.29,22.34,35.57,28.17,21.86,36.97,17.1,68.79,44.77,15.1,70.29,297.11,915.0,12.0,0.0,0.0,0.0,13.44,2.36,8.648425092
AL41,22/08/2011,2.11,9.21,182.21,166.51,18.8,32.86,25.78,17.8,33.77,27.07,82.5,55.95,25.35,85.3,274.25,895.0,11.0,0.0,0.0,0.0,15.51,1.65,6.03767117
AL41,23/08/2011,2.57,10.29,221.7,159.24,18.12,34.08,26.41,17.06,35.25,30.37,84.9,60.12,21.14,88.5,288.7,905.0,12.0,0.0,0.0,0.0,17.12,1.63,6.583308384
AL41,24/08/2011,2.4,10.19,207.53,155.74,18.32,34.31,26.18,17.6,35.22,29.26,85.6,59.84,23.06,87.0,292.48,910.0,11.0,0.0,0.0,0.0,16.5,1.67,6.554232962
AL41,25/08/2011,2.36,11.07,203.99,157.94,18.37,34.35,26.02,16.92,35.19,21.03,83.4,55.75,16.62,86.5,297.72,931.0,12.0,0.0,0.0,0.0,14.83,1.83,6.80826952
AL41,26/08/2011,2.49,11.56,214.76,144.05,16.57,35.24,26.46,15.65,36.57,16.25,84.9,45.65,10.92,87.5,299.78,931.0,12.0,0.0,0.0,0.0,11.21,2.32,7.131582262
AL41,27/08/2011,3.79,11.27,327.29,86.69,19.83,30.49,26.4,18.4,31.26,19.86,74.58,39.23,18.02,75.45,268.58,1080.0,11.0,0.0,0.0,0.0,10.22,2.14,7.129888252
AL41,28/08/2011,2.64,9.7,228.02,115.36,21.84,30.04,25.55,21.73,31.09,37.72,80.6,61.99,34.36,81.7,235.19,1129.0,11.0,0.0,0.0,0.0,17.17,1.34,5.452942103
AL41,29/08/2011,1.92,10.39,165.79,163.44,19.05,32.5,24.96,18.03,33.13,36.49,88.6,67.35,32.74,89.9,217.22,1085.0,10.0,0.0,0.0,0.0,17.97,1.18,4.945511287
AL41,30/08/2011,2.36,9.51,204.11,169.67,19.01,31.47,25.56,18.63,32.59,34.0,80.4,58.93,31.93,82.0,237.9,931.0,11.0,0.0,0.0,0.0,16.43,1.49,5.46758242
AL41,31/08/2011,2.45,10.68,211.64,171.12,18.06,33.07,25.38,17.56,34.04,21.65,81.0,52.17,19.08,84.5,283.36,910.0,12.0,0.0,0.0,0.0,13.15,1.88,6.48877859
AL41,01/09/2011,2.45,11.47,211.96,149.61,19.79,32.15,25.66,19.44,32.93,32.63,82.0,56.42,28.49,83.8,267.6,848.0,11.0,0.0,0.0,0.0,15.52,1.61,5.93731912
AL41,02/09/2011,1.67,10.09,144.36,188.48,17.68,23.53,20.6,17.39,24.12,65.96,91.9,84.1,62.4,92.2,57.29,617.2,3.0,9.6,0.0,0.0,17.8,0.39,1.798774426
AL41,03/09/2011,1.29,5.88,111.54,214.69,13.37,26.32,20.22,12.52,27.26,35.81,92.0,64.46,33.06,92.8,225.31,1216.0,10.0,0.0,0.0,0.0,12.49,1.0,3.847249639
AL41,04/09/2011,2.46,10.68,212.51,171.48,14.7,29.56,22.48,14.33,30.08,31.06,87.5,58.32,28.53,89.3,287.82,915.0,11.0,0.0,0.0,0.0,12.66,1.37,5.608119216
AL41,05/09/2011,2.68,10.19,231.61,95.55,16.23,32.07,24.69,15.21,33.1,27.07,87.1,53.9,25.72,89.2,286.13,1018.0,11.0,0.0,0.0,0.0,13.53,1.68,6.219102986
AL41,06/09/2011,1.7,8.82,146.61,160.06,17.9,30.57,23.86,16.85,31.11,38.49,87.9,66.57,34.93,88.9,254.75,1033.0,11.0,0.0,0.0,0.0,16.61,1.17,4.822443291
AL41,07/09/2011,2.04,9.41,176.47,170.82,15.3,32.35,23.79,14.4,33.06,30.11,88.8,62.0,27.58,90.4,279.8,884.0,11.0,0.0,0.0,0.0,14.81,1.43,5.600792587
AL41,08/09/2011,2.3,9.9,198.45,160.26,14.74,32.07,23.48,13.9,32.56,24.85,89.1,61.38,20.63,90.9,281.1,895.0,11.0,0.0,0.0,0.0,14.18,1.43,5.882210512
AL41,09/09/2011,2.06,8.43,178.03,170.32,13.1,33.88,23.96,12.45,34.38,14.32,85.8,49.58,13.49,87.9,285.86,910.0,11.0,0.0,0.0,0.0,9.83,1.99,6.166645061
AL41,10/09/2011,2.32,9.11,200.22,167.38,13.24,32.48,22.94,11.95,32.93,19.64,82.8,54.29,14.94,84.5,279.47,900.0,10.0,0.0,0.0,0.0,11.88,1.58,6.093315343
AL41,11/09/2011,1.92,9.41,166.05,174.37,12.67,34.65,23.62,11.98,35.56,16.08,81.3,53.24,14.5,84.2,258.42,962.0,11.0,0.0,0.0,0.0,11.62,1.77,5.894483632
AL41,12/09/2011,2.83,10.58,244.41,75.96,20.21,32.22,25.86,19.11,33.23,28.47,79.45,47.23,25.26,80.1,266.73,859.0,10.0,0.0,0.0,0.0,13.08,1.88,6.236885382
AL41,13/09/2011,2.45,10.19,211.93,83.12,16.41,30.66,23.61,15.2,31.49,36.26,90.8,66.2,33.08,92.1,262.37,967.0,10.0,0.0,0.0,0.0,16.13,1.18,5.272576355
AL41,14/09/2011,2.8,10.68,241.94,49.38,17.18,31.7,24.05,16.21,32.39,30.02,88.1,61.4,27.71,89.7,268.29,879.0,10.0,0.0,0.0,0.0,15.22,1.38,5.920411037
AL41,15/09/2011,2.25,10.09,194.3,103.45,16.7,30.66,23.64,16.21,31.58,35.14,83.2,61.67,31.26,85.9,260.48,982.0,10.0,0.0,0.0,0.0,15.1,1.31,5.211994474
AL41,16/09/2011,1.9,8.13,164.21,162.82,14.9,31.04,22.98,14.13,31.85,34.04,83.7,65.84,31.02,85.4,257.84,864.0,10.0,0.0,0.0,0.0,15.59,1.15,4.952930746
AL41,17/09/2011,2.23,8.92,192.93,160.98,16.62,29.43,22.81,15.44,30.21,48.76,89.1,73.41,46.03,90.4,235.37,1003.0,10.0,0.0,0.0,0.0,17.4,0.87,4.427767315
AL41,18/09/2011,2.18,9.31,188.69,153.43,15.27,33.38,24.02,14.7,33.84,21.42,89.3,57.0,19.32,90.5,229.44,884.0,10.0,0.0,0.0,0.0,13.12,1.63,5.493522099
AL41,19/09/2011,2.22,10.0,191.76,137.39,16.66,28.66,23.09,15.17,29.2,33.4,77.16,53.33,31.6,80.7,231.06,900.0,10.0,0.0,0.0,0.0,12.71,1.39,4.741945384
AL41,20/09/2011,1.86,9.41,160.67,94.45,15.05,28.01,21.11,13.87,29.1,35.58,81.4,60.2,33.25,83.1,253.61,874.0,10.0,0.0,0.0,0.0,12.41,1.15,4.490962568
AL41,21/09/2011,1.89,8.23,163.26,112.52,14.43,28.41,21.51,13.73,29.0,40.44,86.2,65.35,39.12,88.7,230.72,859.0,10.0,0.0,0.0,0.0,14.21,1.04,4.208952281
AL41,22/09/2011,2.1,9.11,181.56,152.3,17.53,27.43,22.2,17.26,28.5,52.26,83.7,69.96,47.86,85.1,228.29,946.0,10.0,0.0,0.0,0.0,16.23,0.88,4.048590299
AL41,23/09/2011,2.1,8.62,181.74,169.55,17.66,26.71,21.66,17.12,27.29,47.51,90.0,71.79,44.49,90.4,160.22,997.0,9.0,2.5,0.0,0.0,16.0,0.8,3.423552738
AL41,24/09/2011,2.41,9.8,208.38,169.86,17.29,28.08,21.99,16.75,28.5,33.94,91.6,66.16,31.84,92.0,235.98,823.0,10.0,0.2,0.0,0.0,14.46,1.04,4.624037837
AL41,25/09/2011,2.05,8.33,177.06,120.1,15.08,27.87,21.52,14.13,28.63,44.74,90.2,70.91,41.75,91.3,218.66,946.0,10.0,0.0,0.0,0.0,15.56,0.88,3.977094295
AL41,26/09/2011,2.33,9.21,201.57,61.15,14.61,28.13,21.82,13.69,28.7,42.21,89.7,68.43,40.64,91.1,205.73,910.0,10.0,0.0,0.0,0.0,15.15,0.97,4.085157257
AL41,27/09/2011,2.46,9.02,212.88,50.78,16.31,28.23,22.29,15.27,29.49,39.34,89.3,65.75,37.47,91.6,217.18,946.0,10.0,0.0,0.0,0.0,14.89,1.06,4.345199499
AL41,28/09/2011,2.53,11.17,218.92,58.48,17.39,27.78,21.85,16.55,28.38,35.83,87.0,64.02,33.4,88.8,173.73,925.0,10.0,0.0,0.0,0.0,14.05,1.06,4.158310936
AL41,29/09/2011,2.55,9.02,220.44,43.17,16.86,27.0,21.78,15.64,27.67,43.7,83.4,65.53,41.36,86.4,112.81,866.0,5.0,0.0,0.0,0.0,14.63,0.99,3.438031635
AL41,30/09/2011,2.69,10.78,232.43,49.48,16.6,26.85,21.55,15.5,27.57,39.89,83.3,63.86,37.34,84.5,138.58,869.0,10.0,0.0,0.0,0.0,13.92,1.03,3.793959492
AL41,01/10/2011,2.97,10.39,256.61,42.62,18.39,27.37,22.08,17.96,28.0,29.91,81.1,61.76,25.77,82.7,152.34,818.0,10.0,0.0,0.0,0.0,13.78,1.11,4.496166467
AL41,02/10/2011,2.42,8.33,208.95,55.28,16.45,26.98,21.11,15.13,27.96,42.94,87.7,67.28,39.63,88.6,167.96,910.0,9.0,0.0,0.0,0.0,14.43,0.92,3.7052486
AL41,03/10/2011,1.75,8.04,151.25,165.54,13.06,27.75,20.14,12.45,28.39,37.77,90.0,72.14,33.92,91.5,215.02,823.0,10.0,0.0,0.0,0.0,14.36,0.81,3.750310722
AL41,04/10/2011,1.2,7.448,103.49,150.99,12.47,27.48,19.29,11.57,28.16,34.77,91.3,71.22,32.41,92.4,199.84,825.0,10.0,0.0,0.0,0.0,13.2,0.82,3.241495584
AL41,05/10/2011,1.33,7.448,115.1,163.37,8.65,29.3,18.71,7.981,29.84,19.65,85.3,54.15,18.18,89.0,225.74,791.8,10.0,0.0,0.0,0.0,7.2,1.35,3.816904678
AL41,06/10/2011,2.02,8.82,174.95,165.26,9.7,28.57,19.09,8.79,29.34,25.04,74.66,53.73,22.93,80.1,223.09,786.6,10.0,0.0,0.0,0.0,8.35,1.25,4.368102661
AL41,07/10/2011,1.75,6.566,151.43,72.22,9.76,29.28,19.42,8.69,29.94,20.43,83.1,61.64,18.89,89.0,175.58,802.0,9.0,0.0,0.0,0.0,10.8,1.08,3.971202294
AL41,08/10/2011,3.02,11.37,260.98,34.06,13.07,24.19,19.42,12.55,24.63,26.17,76.07,44.72,24.62,80.8,210.08,905.0,10.0,0.0,0.0,0.0,6.09,1.31,4.405328513
AL41,09/10/2011,1.55,8.33,133.97,177.99,9.2,25.02,16.97,8.08,25.51,31.19,87.0,64.19,28.07,89.2,220.16,778.9,10.0,0.0,0.0,0.0,9.19,0.87,3.353454142
AL41,10/10/2011,1.27,7.154,109.54,157.4,8.62,26.75,17.78,7.98,27.29,35.66,86.2,65.72,33.16,90.1,215.32,766.1,10.0,0.0,0.0,0.0,10.46,0.9,3.1822539
AL41,11/10/2011,1.86,9.21,160.34,172.97,9.91,30.91,19.76,9.09,31.45,20.88,84.6,50.89,19.56,87.7,216.62,766.1,10.0,0.0,0.0,0.0,7.34,1.49,4.412063794
AL41,12/10/2011,1.43,8.13,123.45,162.99,9.79,30.87,19.22,9.03,31.51,18.19,69.53,48.15,16.99,74.7,214.24,755.8,10.0,0.0,0.0,0.0,6.4,1.48,3.983043954
AL41,13/10/2011,1.52,8.43,131.17,163.72,9.85,31.49,19.26,8.69,31.92,14.52,73.87,48.72,13.69,78.73,214.79,760.9,10.0,0.0,0.0,0.0,6.08,1.53,4.200775808
AL41,14/10/2011,2.15,9.51,185.46,112.49,8.17,26.87,18.5,7.677,27.42,38.96,78.57,63.07,36.63,80.3,203.07,755.8,10.0,0.0,0.0,0.0,10.97,0.92,3.645419434
AL41,15/10/2011,1.7,8.23,146.46,106.23,14.65,25.42,20.0,13.76,26.01,32.97,81.9,63.97,31.2,83.0,162.19,828.0,8.0,0.0,0.0,0.0,12.34,0.94,3.137325883
AL41,16/10/2011,1.64,9.7,141.59,168.4,11.52,24.62,18.06,10.46,25.41,44.79,83.3,67.89,41.59,87.6,175.5,812.0,10.0,0.0,0.0,0.0,11.72,0.76,2.855507291
AL41,17/10/2011,1.54,7.448,133.21,102.62,12.51,23.32,17.62,11.88,23.92,36.16,82.5,64.5,34.58,85.2,143.17,838.0,9.0,0.0,0.0,0.0,10.35,0.79,2.672857127
AL41,18/10/2011,1.23,6.86,106.02,89.51,10.02,23.57,16.01,8.55,24.23,33.38,85.7,63.16,31.64,89.2,163.65,864.0,8.0,0.0,0.0,0.0,8.24,0.81,2.552824671
AL41,19/10/2011,1.95,8.92,168.08,172.3,7.849,25.21,16.2,7.001,25.74,36.59,85.0,65.85,35.05,87.1,189.34,699.3,9.0,0.0,0.0,0.0,9.12,0.79,3.230931445
